annualGrammy,category,awardType,awardFor,name
56,"Best Latin Rock, Urban or Alternative Album",Individual,Treinta Días,Treinta Días
56,Best Regional Mexican Music Album (Including Tejano),Individual,A Mi Manera,A Mi Manera
56,Best Tropical Latin Album,Individual,Pacific Mambo Orchestra,Pacific Mambo Orchestra
56,Best American Roots Song,Work,Love Has Come For You,Steve Martin
56,Best Americana Album,Work,Old Yellow Moon,Emmylou Harris
56,Best Bluegrass Album,Individual,The Streets Of Baltimore,The Streets Of Baltimore
56,Best Blues Album,Work,Get Up!,Ben Harper
56,Best Folk Album,Individual,My Favorite Picture Of You,My Favorite Picture Of You
56,Best Regional Roots Music Album,Individual,Dockside Sessions,Dockside Sessions
56,Best Reggae Album,Work,Ziggy Marley In Concert,Ziggy Marley
56,Best World Music Album,Individual,Savor Flamenco,Savor Flamenco
56,Best Children's Album,Individual,Throw A Penny In The Wishing Well,Throw A Penny In The Wishing Well
56,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Individual,America Again: Re-becoming The Greatness We Never Weren't,America Again: Re-becoming The Greatness We Never Weren't
56,Best Comedy Album,Individual,Calm Down Gurrl,Calm Down Gurrl
56,Best Musical Theater Album,Individual,Kinky Boots,Kinky Boots
56,Best Compilation Soundtrack For Visual Media,Work,Sound City: Real To Reel,Dave Grohl
56,Best Score Soundtrack For Visual Media,Individual,Skyfall,Skyfall
56,Best Song Written For Visual Media,Individual,Skyfall,Skyfall
56,Best Instrumental Composition,Individual,Pensamientos For Solo Alto Saxophone And Chamber Orchestra,Pensamientos For Solo Alto Saxophone And Chamber Orchestra
56,Best Instrumental Arrangement,Individual,On Green Dolphin Street,On Green Dolphin Street
56,Best Instrumental Arrangement Accompanying Vocalist(s),Individual,Swing Low,Swing Low
56,Best Recording Package,Individual,Long Night Moon,Long Night Moon
56,Best Boxed Or Special Limited Edition Package,Individual,Wings Over America (Deluxe Edition),Wings Over America (Deluxe Edition)
56,Best Album Notes,Individual,Afro Blue Impressions (Remastered & Expanded),Afro Blue Impressions (Remastered & Expanded)
56,Best Historical Album,Individual,Charlie Is My Darling - Ireland 1965,Charlie Is My Darling - Ireland 1965
56,"Best Engineered Album, Non-Classical",Individual,Random Access Memories,Random Access Memories
56,"Producer Of The Year, Non-Classical",Work,Pharrell Williams,Pharrell Williams
56,"Best Remixed Recording, Non-Classical",Individual,Summertime Sadness (Cedric Gervais Remix),Summertime Sadness (Cedric Gervais Remix)
56,Best Surround Sound Album,Work,Live Kisses,Al Schmitt
56,"Best Engineered Album, Classical",Individual,Winter Morning Walks,Winter Morning Walks
56,"Producer Of The Year, Classical",Work,David Frost,David Frost
56,Best Orchestral Performance,Individual,Sibelius: Symphonies Nos. 1 & 4,Sibelius: Symphonies Nos. 1 & 4
56,Best Opera Recording,Individual,Adès: The Tempest,Adès: The Tempest
56,Best Choral Performance,Individual,Pärt: Adam's Lament,Pärt: Adam's Lament
56,Best Chamber Music/Small Ensemble Performance,Individual,Roomful Of Teeth,Roomful Of Teeth
56,Best Classical Instrumental Solo,Individual,Corigliano: Conjurer - Concerto For Percussionist & String Orchestra,Corigliano: Conjurer - Concerto For Percussionist & String Orchestra
56,Best Classical Vocal Solo,Individual,Winter Morning Walks,Winter Morning Walks
56,Best Classical Compendium,Individual,Hindemith: Violinkonzert; Symphonic Metamorphosis; Konzertmusik,Hindemith: Violinkonzert; Symphonic Metamorphosis; Konzertmusik
56,Best Contemporary Classical Composition,Individual,"Schneider, Maria: Winter Morning Walks","Schneider, Maria: Winter Morning Walks"
56,Best Music Video,Work,Suit & Tie,Justin Timberlake
56,Best Music Film,Work,Live Kisses,Paul McCartney
57,Record Of The Year,Work,Stay With Me (Darkchild Version),Sam Smith
57,Album Of The Year,Work,Morning Phase,Beck
57,Song Of The Year,Work,Stay With Me (Darkchild Version),Sam Smith
57,Best New Artist,Work,Sam Smith,Sam Smith
57,Best Pop Solo Performance,Work,Happy (Live),Pharrell Williams
57,Best Pop Duo/Group Performance,Work,Say Something,A Great Big World
57,Best Traditional Pop Vocal Album,Work,Cheek To Cheek,Tony Bennett
57,Best Pop Vocal Album,Work,In The Lonely Hour,Sam Smith
57,Best Dance Recording,Individual,Rather Be,Rather Be
57,Best Dance/Electronic Album,Work,Syro,Aphex Twin
57,Best Contemporary Instrumental Album,Individual,Bass & Mandolin,Bass & Mandolin
57,Best Rock Performance,Work,Lazaretto,Jack White
57,Best Metal Performance,Work,The Last In Line,Tenacious D
57,Best Rock Song,Individual,Ain't It Fun,Ain't It Fun
57,Best Rock Album,Work,Morning Phase,Beck
57,Best Alternative Music Album,Work,St. Vincent,St. Vincent
57,Best R&B Performance,Work,Drunk In Love,Beyoncé
57,Best Traditional R&B Performance,Work,Jesus Children,Lalah Hathaway
57,Best R&B Song,Work,Drunk In Love,Shawn Carter
57,Best Urban Contemporary Album,Work,Girl,Pharrell Williams
57,Best R&B Album,Work,"Love, Marriage & Divorce",Babyface
57,Best Rap Performance,Work,I,Kendrick Lamar
57,Best Rap/Sung Collaboration,Work,The Monster,Eminem
57,Best Rap Song,Work,I,Kendrick Lamar
57,Best Rap Album,Work,The Marshall Mathers LP2,Eminem
57,Best Country Solo Performance,Work,Something In The Water,Carrie Underwood
57,Best Country Duo/Group Performance,Work,Gentle On My Mind,The Band Perry
57,Best Country Song,Work,I'm Not Gonna Miss You,Glen Campbell
57,Best Country Album,Work,Platinum,Miranda Lambert
57,Best New Age Album,Individual,Winds Of Samsara,Winds Of Samsara
57,Best Improvised Jazz Solo,Work,Fingerprints,Chick Corea
57,Best Jazz Vocal Album,Individual,Beautiful Life,Beautiful Life
57,Best Jazz Instrumental Album,Work,Trilogy,Chick Corea Trio
57,Best Large Jazz Ensemble Album,Individual,Life In The Bubble,Life In The Bubble
57,Best Latin Jazz Album,Individual,The Offense Of The Drum,The Offense Of The Drum
57,Best Gospel Performance/Song,Work,No Greater Love,Smokie Norful
57,Best Contemporary Christian Music Performance/Song,Individual,Messengers,Messengers
57,Best Gospel Album,Individual,Help,Help
57,Best Contemporary Christian Music Album,Individual,Run Wild. Live Free. Love Strong.,Run Wild. Live Free. Love Strong.
57,Best Roots Gospel Album,Individual,Shine For All The People,Shine For All The People
57,Best Latin Pop Album,Work,Tangos,Rubén Blades
57,"Best Latin Rock, Urban or Alternative Album",Work,Multiviral,Calle 13
57,Best Regional Mexican Music Album (Including Tejano),Individual,Mano A Mano - Tangos A La Manera De Vicente Fernández,Mano A Mano - Tangos A La Manera De Vicente Fernández
57,Best Tropical Latin Album,Individual,Más + Corazón Profundo,Más + Corazón Profundo
57,Best American Roots Performance,Work,A Feather's Not A Bird,Rosanne Cash
57,Best American Roots Song,Work,A Feather's Not A Bird,Rosanne Cash
57,Best Americana Album,Work,The River & The Thread,Rosanne Cash
57,Best Bluegrass Album,Individual,The Earls Of Leicester,The Earls Of Leicester
57,Best Blues Album,Individual,Step Back,Step Back
57,Best Folk Album,Individual,Remedy,Remedy
57,Best Regional Roots Music Album,Individual,The Legacy,The Legacy
57,Best Reggae Album,Work,Fly Rasta,Ziggy Marley
57,Best World Music Album,Individual,Eve,Eve
57,Best Children's Album,Individual,I Am Malala: How One Girl Stood Up For Education And Changed The World (Malala Yousafzai),I Am Malala: How One Girl Stood Up For Education And Changed The World (Malala Yousafzai)
57,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Individual,Diary Of A Mad Diva,Diary Of A Mad Diva
57,Best Comedy Album,Work,Mandatory Fun,"""Weird Al"" Yankovic"
57,Best Musical Theater Album,Work,Beautiful: The Carole King Musical,Carole King
57,Best Compilation Soundtrack For Visual Media,Individual,Frozen,Frozen
57,Best Score Soundtrack For Visual Media,Individual,The Grand Budapest Hotel,The Grand Budapest Hotel
57,Best Song Written For Visual Media,Individual,Let It Go,Let It Go
57,Best Instrumental Composition,Individual,The Book Thief,The Book Thief
57,"Best Arrangement, Instrumental or A Cappella",Individual,Daft Punk,Daft Punk
57,"Best Arrangement, Instruments and Vocals",Individual,New York Tendaberry,New York Tendaberry
57,Best Recording Package,Individual,Lightning Bolt,Lightning Bolt
57,Best Boxed Or Special Limited Edition Package,Work,"The Rise & Fall Of Paramount Records, Volume One (1917-27)",Jack White
57,Best Album Notes,Individual,Offering: Live At Temple University,Offering: Live At Temple University
57,Best Historical Album,Individual,"The Garden Spot Programs, 1950","The Garden Spot Programs, 1950"
57,"Best Engineered Album, Non-Classical",Work,Morning Phase,Beck
57,"Producer Of The Year, Non-Classical",Individual,Max Martin,Max Martin
57,"Best Remixed Recording, Non-Classical",Work,All Of Me (Tiësto's Birthday Treatment Remix),John Legend
57,Best Surround Sound Album,Work,Beyoncé,Beyoncé Knowles
57,"Best Engineered Album, Classical",Individual,Vaughan Williams: Dona Nobis Pacem; Symphony No. 4; The Lark Ascending,Vaughan Williams: Dona Nobis Pacem; Symphony No. 4; The Lark Ascending
57,"Producer Of The Year, Classical",Individual,Judith Sherman,Judith Sherman
57,Best Orchestral Performance,Individual,"Adams, John: City Noir","Adams, John: City Noir"
57,Best Opera Recording,Individual,Charpentier: La Descente D'Orphée Aux Enfers,Charpentier: La Descente D'Orphée Aux Enfers
57,Best Choral Performance,Individual,The Sacred Spirit Of Russia,The Sacred Spirit Of Russia
57,Best Chamber Music/Small Ensemble Performance,Individual,In 27 Pieces - The Hilary Hahn Encores,In 27 Pieces - The Hilary Hahn Encores
57,Best Classical Instrumental Solo,Individual,Play,Play
57,Best Classical Solo Vocal Album,Individual,Douce France,Douce France
57,Best Classical Compendium,Individual,Partch: Plectra & Percussion Dances,Partch: Plectra & Percussion Dances
57,Best Contemporary Classical Composition,Individual,"Adams, John Luther: Become Ocean","Adams, John Luther: Become Ocean"
57,Best Music Video,Work,Happy,Pharrell Williams
57,Best Music Film,Individual,20 Feet From Stardom,20 Feet From Stardom
58,Record Of The Year,Work,Uptown Funk,Mark Ronson
58,Album Of The Year,Work,1989,Taylor Swift
58,Song Of The Year,Work,Thinking Out Loud,Ed Sheeran
58,Best New Artist,Work,Meghan Trainor, Meghan Trainor
58,Best Pop Solo Performance,Work,Thinking Out Loud,Ed Sheeran
58,Best Pop Duo/Group Performance,Work,Uptown Funk,Mark Ronson
58,Best Traditional Pop Vocal Album,Work,The Silver Lining: The Songs Of Jerome Kern,Tony Bennett
58,Best Pop Vocal Album,Work,1989,Taylor Swift
58,Best Dance Recording,Work,Where Are Ü Now,Skrillex
58,Best Dance/Electronic Album,Work,Skrillex And Diplo Present Jack Ü,Skrillex
58,Best Contemporary Instrumental Album,Individual,Sylva,Sylva
58,Best Rock Performance,Work,Don't Wanna Fight,Alabama Shakes
58,Best Metal Performance,Individual,Cirice,Cirice
58,Best Rock Song,Work,Don't Wanna Fight,Alabama Shakes
58,Best Rock Album,Work,Drones,Muse
58,Best Alternative Music Album,Work,Sound & Color,Alabama Shakes
58,Best R&B Performance,Work,Earned It (Fifty Shades Of Grey),The Weeknd
58,Best Traditional R&B Performance,Work,Little Ghetto Boy,Lalah Hathaway
58,Best R&B Song,Work,Really Love,D'Angelo
58,Best Urban Contemporary Album,Work,Beauty Behind The Madness,The Weeknd
58,Best R&B Album,Work,Black Messiah,D'Angelo
58,Best Rap Performance,Work,Alright,Kendrick Lamar
58,Best Rap/Sung Collaboration,Work,These Walls,Kendrick Lamar
58,Best Rap Song,Work,Alright,Pharrell Williams
58,Best Rap Album,Work,To Pimp A Butterfly,Kendrick Lamar
58,Best Country Solo Performance,Work,Traveller,Chris Stapleton
58,Best Country Duo/Group Performance,Work,Girl Crush,Little Big Town
58,Best Country Song,Individual,Girl Crush,Girl Crush
58,Best Country Album,Work,Traveller,Chris Stapleton
58,Best New Age Album,Individual,Grace,Grace
58,Best Improvised Jazz Solo,Individual,Cherokee,Cherokee
58,Best Jazz Vocal Album,Individual,For One To Love,For One To Love
58,Best Jazz Instrumental Album,Individual,Past Present,Past Present
58,Best Large Jazz Ensemble Album,Individual,The Thompson Fields,The Thompson Fields
58,Best Latin Jazz Album,Individual,Made In Brazil,Made In Brazil
58,Best Gospel Performance/Song,Work,Wanna Be Happy?,Kirk Franklin
58,Best Contemporary Christian Music Performance/Song,Individual,Holy Spirit,Holy Spirit
58,Best Gospel Album,Individual,Covered: Alive In Asia [Live],Covered: Alive In Asia [Live]
58,Best Contemporary Christian Music Album,Individual,This Is Not A Test,This Is Not A Test
58,Best Roots Gospel Album,Individual,Still Rockin' My Soul,Still Rockin' My Soul
58,Best Latin Pop Album,Individual,A Quien Quiera Escuchar  (Deluxe Edition),A Quien Quiera Escuchar  (Deluxe Edition)
58,"Best Latin Rock, Urban or Alternative Album",Individual,Hasta La Raíz,Hasta La Raíz
58,Best Regional Mexican Music Album (Including Tejano),Individual,Realidades - Deluxe Edition,Realidades - Deluxe Edition
58,Best Tropical Latin Album,Work,Son De Panamá,Rubén Blades
58,Best American Roots Performance,Individual,See That My Grave Is Kept Clean,See That My Grave Is Kept Clean
58,Best American Roots Song,Individual,24 Frames,24 Frames
58,Best Americana Album,Individual,Something More Than Free,Something More Than Free
58,Best Bluegrass Album,Individual,The Muscle Shoals Recordings,The Muscle Shoals Recordings
58,Best Blues Album,Individual,Born To Play Guitar,Born To Play Guitar
58,Best Folk Album,Work,Béla Fleck And Abigail Washburn,Béla Fleck
58,Best Regional Roots Music Album,Individual,Go Go Juice,Go Go Juice
58,Best Reggae Album,Individual,Strictly Roots,Strictly Roots
58,Best World Music Album,Individual,Sings,Sings
58,Best Children's Album,Individual,Home,Home
58,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Individual,A Full Life: Reflections at Ninety,A Full Life: Reflections at Ninety
58,Best Comedy Album,Individual,Live At Madison Square Garden,Live At Madison Square Garden
58,Best Musical Theater Album,Individual,Hamilton,Hamilton
58,Best Compilation Soundtrack For Visual Media,Individual,Glen Campbell: I'll Be Me,Glen Campbell: I'll Be Me
58,Best Score Soundtrack For Visual Media,Individual,Birdman,Birdman
58,Best Song Written For Visual Media,Individual,Glory,Glory
58,Best Instrumental Composition,Individual,The Afro Latin Jazz Suite,The Afro Latin Jazz Suite
58,"Best Arrangement, Instrumental or A Cappella",Individual,Dance Of The Sugar Plum Fairy,Dance Of The Sugar Plum Fairy
58,"Best Arrangement, Instruments and Vocals",Individual,Sue (Or In A Season Of Crime),Sue (Or In A Season Of Crime)
58,Best Recording Package,Individual,Still The King: Celebrating The Music Of Bob Wills And His Texas Playboys,Still The King: Celebrating The Music Of Bob Wills And His Texas Playboys
58,Best Boxed Or Special Limited Edition Package,Individual,"The Rise & Fall Of Paramount Records, Volume Two (1928-32)","The Rise & Fall Of Paramount Records, Volume Two (1928-32)"
58,Best Album Notes,Individual,"Love Has Many Faces: A Quartet, A Ballet, Waiting To Be Danced","Love Has Many Faces: A Quartet, A Ballet, Waiting To Be Danced"
58,Best Historical Album,Individual,The Basement Tapes Complete: The Bootleg Series Vol. 11,The Basement Tapes Complete: The Bootleg Series Vol. 11
58,"Best Engineered Album, Non-Classical",Individual,Sound & Color,Sound & Color
58,"Producer Of The Year, Non-Classical",Individual,Jeff Bhasker,Jeff Bhasker
58,Best Remixed Recording,Individual,Uptown Funk (Dave Audé Remix),Uptown Funk (Dave Audé Remix)
58,Best Surround Sound Album,Individual,Amused To Death,Amused To Death
58,"Best Engineered Album, Classical",Individual,Ask Your Mama,Ask Your Mama
58,"Producer Of The Year, Classical",Individual,Judith Sherman,Judith Sherman
58,Best Orchestral Performance,Individual,Shostakovich: Under Stalin's Shadow - Symphony No. 10,Shostakovich: Under Stalin's Shadow - Symphony No. 10
58,Best Opera Recording,Individual,Ravel: L'Enfant Et Les Sortilèges; Shéhérazade,Ravel: L'Enfant Et Les Sortilèges; Shéhérazade
58,Best Choral Performance,Individual,Rachmaninoff: All-Night Vigil,Rachmaninoff: All-Night Vigil
58,Best Chamber Music/Small Ensemble Performance,Individual,Filament,Filament
58,Best Classical Instrumental Solo,Individual,"Dutilleux: Violin Concerto, L'Arbre Des Songes","Dutilleux: Violin Concerto, L'Arbre Des Songes"
58,Best Classical Solo Vocal Album,Individual,Joyce & Tony - Live From Wigmore Hall,Joyce & Tony - Live From Wigmore Hall
